Adawaty Master Tools Database v1.0
Part 1 — PDF Tools (001–100)

Category: PDF


| #   | English               | Arabic                | Slug                  |
051	Shopify SEO Analyzer	تحليل SEO	shopify-seo
052	Shopify Liquid Helper	مساعد Liquid	liquid-helper
053	Shopify Section Generator	مولد Sections	shopify-sections
054	WooCommerce Product Import	استيراد المنتجات	woocommerce-import
055	WooCommerce CSV Generator	مولد CSV	woocommerce-csv
056	Product Review Generator	مولد المراجعات	review-generator
057	Size Chart Generator	مولد مقاسات	size-chart
058	Shipping Calculator	حاسبة الشحن	shipping-calculator
059	Return Policy Generator	سياسة الإرجاع	return-policy
060	Store Policy Generator	سياسات المتجر	store-policy
🌍 Marketplaces
#	English	العربية	Slug
061	Amazon Listing Optimizer	تحسين صفحات Amazon	amazon-listing
062	Amazon Bullet Generator	مولد Bullet	amazon-bullets
063	Amazon Search Terms Generator	مولد Search Terms	amazon-search-terms
064	Amazon A+ Content Planner	مخطط محتوى A+	amazon-a-plus
065	eBay Listing Builder	منشئ صفحات eBay	ebay-listing
066	Etsy Tags Generator	مولد Etsy Tags	etsy-tags
067	Etsy Description Generator	مولد وصف Etsy	etsy-description
068	TikTok Shop Description	وصف TikTok Shop	tiktok-shop
069	Jumia Listing Generator	مولد صفحات Jumia	jumia-listing
070	Noon Listing Generator	مولد صفحات Noon	noon-listing
🤖 AI Commerce
#	English	العربية	Slug
071	AI Product Description	وصف المنتج بالذكاء الاصطناعي	ai-product-description
072	AI Product Title	عنوان المنتج بالذكاء الاصطناعي	ai-product-title
073	AI Product Images	تحسين صور المنتجات	ai-product-images
074	AI Product FAQ	أسئلة المنتج	ai-product-faq
075	AI Product Comparison	مقارنة المنتجات	ai-product-comparison
076	AI Upsell Generator	اقتراح منتجات إضافية	ai-upsell
077	AI Cross-sell Generator	اقتراح منتجات مكملة	ai-cross-sell
078	AI Bundle Generator	مولد الباقات	ai-bundle
079	AI Store Assistant	مساعد المتجر	ai-store-assistant
080	AI Commerce Toolkit	مجموعة أدوات التجارة	ai-commerce-toolkit
🛠 Utilities
#	English	العربية	Slug
081	EAN Generator	مولد EAN	ean-generator
082	UPC Generator	مولد UPC	upc-generator
083	GTIN Validator	التحقق من GTIN	gtin-validator
084	HS Code Finder	البحث عن HS Code	hs-code-finder
085	Invoice Generator	مولد الفواتير	store-invoice
086	Packing Slip Generator	Packing Slip	packing-slip
087	Purchase Order Generator	Purchase Order	purchase-order
088	Store Analytics Dashboard	لوحة تحليلات	store-dashboard
089	E-commerce Toolkit	مجموعة أدوات التجارة	ecommerce-toolkit
090	Marketplace Workspace	بيئة عمل المتاجر	marketplace-workspace
091	Product Feed Validator	التحقق من Product Feed	product-feed-validator
092	Feed Mapping Tool	ربط الحقول	feed-mapping-tool
093	Variant Generator	مولد متغيرات المنتجات	variant-generator
094	Bulk Price Updater	تحديث الأسعار الجماعي	bulk-price-updater
095	Bulk Inventory Updater	تحديث المخزون الجماعي	bulk-inventory-updater
096	Order CSV Formatter	تنسيق ملفات الطلبات	order-csv-formatter
097	Customer CSV Cleaner	تنظيف بيانات العملاء	customer-csv-cleaner
098	Marketplace Toolkit	مجموعة أدوات المتاجر	marketplace-toolkit
099	Seller Workspace	بيئة عمل البائع	seller-workspace
100	Ultimate Commerce Hub	مركز التجارة الإلكترونية	ultimate-commerce-hub
⭐️ أقسام متقدمة أوصي بها
Amazon Seller Hub
FBA Fee Calculator
FBM Profit Calculator
BSR Estimator
ACoS Calculator
TACoS Calculator
Inventory Age Calculator
Restock Calculator
Shopify AI
AI Theme Generator
AI Store Audit
AI Collection Generator
AI Product Categorizer
Marketplace Analytics
Profit Dashboard
Inventory Dashboard
Sales Forecast
Seasonal Trend Calculator

🗜️ Archive & Compression Tools
🌐 Web & Browser Utilities
🤖 AI Productivity Suite
📧 Email Tools
📱 Mobile App Tools
🧪 Scientific & Engineering Tools
🎓 Education & Learning Tools
💼 Business & HR Tools

هذه الأقسام ستغطي تقريبًا جميع الفئات الرئيسية للمستخدمين، وتحوّل Adawaty إلى منصة أدوات شاملة وليست مجرد موقع تحويل ملفات



القسم التالي هو من أكثر الأقسام استخدامًا يوميًا، لكنه غالبًا مهمل في مواقع الأدوات العامة.

📦 Archive & Compression Tools

هذا القسم يخدم:

مستخدمي Windows / macOS / Linux
المطورين
مسؤولي الأنظمة
الشركات
الطلاب

المنافسون:

ezyZip
Extract.me
Aspose
CloudConvert (جزئيًا)
Zamzar (جزئيًا)
PeaZip
7-Zip

لكن لا يوجد موقع يجمع أدوات الأرشفة والتحليل والإصلاح معًا.

Adawaty Master Tools Database v1.0
Part 22 — Archive & Compression Tools (001–100)

Category: Archive & Compression

📦 ZIP
#	English	العربية	Slug
001	Create ZIP Archive	إنشاء ملف ZIP	create-zip
002	Extract ZIP Archive	فك ضغط ZIP	extract-zip
003	Password Protect ZIP	حماية ZIP بكلمة مرور	zip-password
004	Unlock ZIP Archive	فتح ZIP	unlock-zip
005	ZIP Metadata Viewer	عرض معلومات ZIP	zip-metadata
006	ZIP Integrity Checker	فحص سلامة ZIP	zip-integrity
007	ZIP Repair	إصلاح ZIP	repair-zip
008	ZIP Comment Editor	تعديل التعليقات	zip-comment
009	ZIP File Splitter	تقسيم ZIP	zip-splitter
010	ZIP Merger	دمج ملفات ZIP	zip-merger
📂 RAR
#	English	العربية	Slug
011	Extract RAR	فك RAR	extract-rar
012	RAR Integrity Checker	فحص RAR	rar-integrity
013	RAR Metadata Viewer	عرض معلومات RAR	rar-metadata
014	RAR Password Tester	اختبار كلمة المرور	rar-password
015	RAR Repair	إصلاح RAR	repair-rar
016	RAR to ZIP	RAR إلى ZIP	rar-to-zip
017	RAR Splitter	تقسيم RAR	rar-splitter
018	RAR Merger	دمج RAR	rar-merger
019	RAR File Analyzer	تحليل RAR	rar-analyzer
020	RAR Workspace	بيئة RAR	rar-workspace
📁 7Z
#	English	العربية	Slug
021	Extract 7Z	فك 7Z	extract-7z
022	Create 7Z	إنشاء 7Z	create-7z
023	7Z Integrity Checker	فحص 7Z	7z-integrity
024	7Z Metadata Viewer	عرض معلومات 7Z	7z-metadata
025	7Z Password Protection	حماية 7Z	7z-password
026	7Z Repair	إصلاح 7Z	repair-7z
027	7Z Splitter	تقسيم 7Z	7z-splitter
028	7Z Merger	دمج 7Z	7z-merger
029	7Z to ZIP	7Z إلى ZIP	7z-to-zip
030	7Z Analyzer	تحليل 7Z	7z-analyzer
🔄 Archive Conversion
#	English	العربية	Slug
031	ZIP to RAR	ZIP إلى RAR	zip-to-rar
032	ZIP to 7Z	ZIP إلى 7Z	zip-to-7z
033	RAR to 7Z	RAR إلى 7Z	rar-to-7z
034	TAR to ZIP	TAR إلى ZIP	tar-to-zip
035	ZIP to TAR	ZIP إلى TAR	zip-to-tar
036	TAR.GZ Converter	محول TAR.GZ	tar-gz
037	GZIP Converter	محول GZIP	gzip-converter
038	BZIP2 Converter	محول BZIP2	bzip2
039	XZ Converter	محول XZ	xz-converter
040	Archive Converter	محول الأرشيفات	archive-converter
🔍 Inspection
#	English	العربية	Slug
041	Archive Viewer	عارض الأرشيف	archive-viewer
042	Archive File List	عرض الملفات	archive-file-list
043	Archive Size Analyzer	تحليل الحجم	archive-size
044	Compression Ratio Calculator	نسبة الضغط	compression-ratio
045	Duplicate File Detector	كشف الملفات المكررة	duplicate-files
046	Large File Finder	البحث عن الملفات الكبيرة	large-files
047	Archive Content Search	البحث داخل الأرشيف	archive-search
048	Checksum Generator	توليد Checksum	archive-checksum
049	Checksum Validator	التحقق من Checksum	checksum-validator
050	Archive Security Scanner	فحص الأرشيف	archive-security
🗃 Linux Archives
#	English	العربية	Slug
051	Extract TAR	فك TAR	extract-tar
052	Create TAR	إنشاء TAR	create-tar
053	Extract TAR.GZ	فك TAR.GZ	extract-targz
054	Create TAR.GZ	إنشاء TAR.GZ	create-targz
055	Extract TAR.BZ2	فك TAR.BZ2	extract-tarbz2
056	Create TAR.BZ2	إنشاء TAR.BZ2	create-tarbz2
057	Extract XZ	فك XZ	extract-xz
058	Create XZ	إنشاء XZ	create-xz
059	Extract GZIP	فك GZIP	extract-gzip
060	Create GZIP	إنشاء GZIP	create-gzip
☁ Cloud Archive
#	English	العربية	Slug
061	Compress to ZIP Online	ضغط إلى ZIP	compress-online
062	Extract Online Archive	فك أونلاين	extract-online
063	Batch ZIP Creator	إنشاء ZIP جماعي	batch-zip
064	Batch Extractor	فك جماعي	batch-extract
065	Folder Compressor	ضغط المجلدات	folder-compressor
066	Archive Encryptor	تشفير الأرشيف	archive-encryptor
067	Archive Decryptor	فك التشفير	archive-decryptor
068	Secure Archive Generator	أرشيف آمن	secure-archive
069	Archive Sharing Link	مشاركة الأرشيف	archive-sharing
070	Cloud Archive Manager	إدارة الأرشيف	cloud-archive
🧰 Utilities
#	English	العربية	Slug
071	Compression Benchmark	قياس الضغط	compression-benchmark
072	Compression Preset Builder	إعدادات الضغط	compression-preset
073	Archive Password Generator	مولد كلمات المرور	archive-password-generator
074	Compression Dictionary Estimator	تقدير Dictionary	compression-dictionary
075	Archive MIME Detector	كشف نوع الأرشيف	archive-mime
076	Archive Header Viewer	عرض Header	archive-header
077	Self-Extracting Archive Builder	إنشاء SFX	self-extracting-archive
078	Archive Log Viewer	عرض السجلات	archive-log
079	Archive Metadata Cleaner	تنظيف Metadata	archive-metadata-cleaner
080	Compression Toolkit	مجموعة الضغط	compression-toolkit
🤖 AI Archive
#	English	العربية	Slug
081	AI Compression Recommendation	اقتراح أفضل ضغط	ai-compression
082	AI Archive Optimizer	تحسين الأرشيف	ai-archive-optimizer
083	AI Duplicate Detector	كشف التكرار	ai-duplicate-files
084	AI Storage Optimizer	تحسين التخزين	ai-storage-optimizer
085	AI Backup Planner	خطة النسخ الاحتياطي	ai-backup-planner
086	AI Archive Classifier	تصنيف الأرشيف	ai-archive-classifier
087	AI Compression Analyzer	تحليل الضغط	ai-compression-analyzer
088	AI File Organizer	تنظيم الملفات	ai-file-organizer
089	AI Archive Assistant	مساعد الأرشيف	ai-archive-assistant
090	AI Storage Toolkit	مجموعة تخزين ذكية	ai-storage-toolkit
🛠 Advanced
#	English	العربية	Slug
091	ISO Creator	إنشاء ISO	iso-creator
092	ISO Extractor	فك ISO	iso-extractor
093	ISO to ZIP	ISO إلى ZIP	iso-to-zip
094	DMG Viewer	عارض DMG	dmg-viewer
095	CAB Extractor	فك CAB	cab-extractor
096	WIM Explorer	استعراض WIM	wim-explorer
097	VHD Inspector	فحص VHD	vhd-inspector
098	Archive Workspace	بيئة إدارة الأرشيف	archive-workspace
099	Archive Toolkit	مجموعة أدوات الأرشيف	archive-toolkit
100	Ultimate Compression Hub	مركز الضغط الشامل	ultimate-compression
⭐️ أقسام إضافية أوصي بها
Backup & Recovery
Backup Planner
Backup Verifier
Incremental Backup Calculator
Differential Backup Calculator
Restore Simulator
Snapshot Planner
Enterprise Storage
NAS Capacity Calculator
RAID Calculator
SAN Storage Planner
Object Storage Calculator
Glacier Cost Estimator
Backup Retention Calculator
File System Tools
NTFS Analyzer
